Name : Name of Mech | Tons: Tonnage | BV: BV | PV: PV | Role: Role | Date: Date
Name : Daishi (Dire Wolf) Prime | Tons: 100 | BV: 2,712 | PV: 56 | Role: Juggernaut | Date: 3010
Name : Daishi (Dire Wolf) S | Tons: 100 | BV: 2,985 | PV: 58 | Role: Juggernaut | Date: 3050
Name : Daishi (Dire Wolf) W | Tons: 100 | BV: 2,951 | PV: 59 | Role: Juggernaut | Date: 3049
Name : Daishi (Dire Wolf) X | Tons: 100 | BV: 2,645 | PV: 57 | Role: Juggernaut | Date: 3060
Name : Devastator DVS-1D | Tons: 100 | BV: 1,858 | PV: 45 | Role: Juggernaut | Date: 3036
Name : Devastator DVS-2 | Tons: 100 | BV: 2,481 | PV: 54 | Role: Juggernaut | Date: 3048
Name : Devastator DVS-3 | Tons: 100 | BV: 2,452 | PV: 48 | Role: Sniper | Date: 3058
Name : Grand Titan T-IT-N10M | Tons: 100 | BV: 1,817 | PV: 48 | Role: Brawler | Date: 3054
Name : Grand Titan T-IT-N11M | Tons: 100 | BV: 2,053 | PV: 53 | Role: Brawler | Date: 3058
Name : Imp C | Tons: 100 | BV: 3,070 | PV: 65 | Role: Juggernaut | Date: 2863
Name : Imp IMP-1A | Tons: 100 | BV: 2,215 | PV: 55 | Role: Juggernaut | Date: 2793
Name : Imp IMP-1B | Tons: 100 | BV: 2,349 | PV: 57 | Role: Juggernaut | Date: 2821
Name : Imp IMP-1C | Tons: 100 | BV: 2,480 | PV: 56 | Role: Juggernaut | Date: 2825
Name : Imp IMP-2E | Tons: 100 | BV: 1,969 | PV: 53 | Role: Juggernaut | Date: 3005
Name : Imp IMP-3E | Tons: 100 | BV: 1,906 | PV: 47 | Role: Juggernaut | Date: 3050
Name : Imp IMP-4E | Tons: 100 | BV: 2,263 | PV: 56 | Role: Juggernaut | Date: 3060
Name : Iron Cheetah A | Tons: 100 | BV: 2,708 | PV: 59 | Role: Juggernaut | Date: 3054
Name : Iron Cheetah B | Tons: 100 | BV: 3,303 | PV: 57 | Role: Juggernaut | Date: 3054
Name : Iron Cheetah C | Tons: 100 | BV: 2,915 | PV: 57 | Role: Brawler | Date: 3054
Name : Iron Cheetah D | Tons: 100 | BV: 2,871 | PV: 54 | Role: Brawler | Date: 3054
Name : Iron Cheetah Prime | Tons: 100 | BV: 3,155 | PV: 58 | Role: Sniper | Date: 3054
Name : King Crab KGC-000 | Tons: 100 | BV: 1,906 | PV: 46 | Role: Juggernaut | Date: 2743
Name : King Crab KGC-0000 | Tons: 100 | BV: 1,810 | PV: 44 | Role: Juggernaut | Date: 2815
Name : King Crab KGC-000b | Tons: 100 | BV: 2,039 | PV: 54 | Role: Juggernaut | Date: 2743
Name : King Crab KGC-001 | Tons: 100 | BV: 2,221 | PV: 48 | Role: Juggernaut | Date: 3052
Name : King Crab KGC-010 | Tons: 100 | BV: 2,181 | PV: 49 | Role: Sniper | Date: 2743
Name : Kodiak   | Tons: 100 | BV: 2,927 | PV: 53 | Role: Brawler | Date: 3001
Name : Kodiak 5 | Tons: 100 | BV: 3,067 | PV: 56 | Role: Brawler | Date: 3052
Name : Kraken (Bane)   | Tons: 100 | BV: 1,950 | PV: 42 | Role: Sniper | Date: 2827
Name : Kraken (Bane) 2 | Tons: 100 | BV: 2,502 | PV: 55 | Role: Sniper | Date: 3053
Name : Kraken (Bane) 3 | Tons: 100 | BV: 2,941 | PV: 69 | Role: Missile Boat | Date: 3054
Name : Mackie MSK-8B | Tons: 100 | BV: 2,019 | PV: 49 | Role: Juggernaut | Date: 2576
Name : Mackie MSK-9H | Tons: 100 | BV: 2,022 | PV: 51 | Role: Juggernaut | Date: 2576
Name : Marauder II MAD-4A | Tons: 100 | BV: 2,073 | PV: 47 | Role: Juggernaut | Date: 3012
Name : Marauder II MAD-5A | Tons: 100 | BV: 2,058 | PV: 43 | Role: Sniper | Date: 3049
Name : Marauder II MAD-5B | Tons: 100 | BV: 2,589 | PV: 51 | Role: Sniper | Date: 3050
Name : Marauder II MAD-5C | Tons: 100 | BV: 2,024 | PV: 45 | Role: Sniper | Date: 3052
Name : Pillager PLG-1N | Tons: 100 | BV: 1,812 | PV: 48 | Role: Juggernaut | Date: 2575
Name : Pillager PLG-3Z | Tons: 100 | BV: 2,697 | PV: 51 | Role: Juggernaut | Date: 2594
Name : Storm Giant   | Tons: 100 | BV: 2,676 | PV: 57 | Role: Missile Boat | Date: 2862
Name : Storm Giant 2 | Tons: 100 | BV: 2,891 | PV: 55 | Role: Missile Boat | Date: 2862
Name : Thunder Hawk TDK-7KMA | Tons: 100 | BV: 2,449 | PV: 59 | Role: Missile Boat | Date: 3059
Name : Thunder Hawk TDK-7X | Tons: 100 | BV: 2,577 | PV: 51 | Role: Sniper | Date: 2771
Name : Thunder Hawk TDK-7Y | Tons: 100 | BV: 2,489 | PV: 52 | Role: Sniper | Date: 3058
Name : Titan TI-1A | Tons: 100 | BV: 1,959 | PV: 50 | Role: Juggernaut | Date: 2765
Name : Xanthos XNT-3O | Tons: 100 | BV: 1,948 | PV: 53 | Role: Juggernaut | Date: 2579
